,Serial_Number,AGE,GENDER,MARITAL_STATUS,NATIONALITY,LINE_TENURE,CUSTOMER_CLASS,SUBPLAN,CONTRACT_FLAG,PAY_METD,HS_AGE,TOP1_INT_CD,TOP2_INT_CD,TOP3_INT_CD,CUSTOMER_TYPE,ID_CHANGE_FLAG
3326,2553,40.0,M,M,702.0,463,3,2104,1.0,co,0,105,103,248,4G,0
3327,2554,28.0,F,S,702.0,1918,3,2105,1.0,cs,0,NONE,NONE,NONE,4G,0
3328,2555,27.0,M,S,702.0,2344,3,2104,1.0,cs,0,NONE,NONE,NONE,4G,0
3329,2556,31.0,F,S,702.0,2391,3,2206,1.0,dd,3,248,NONE,NONE,4G,0
3330,2557,47.0,M,M,702.0,2393,3,2102,1.0,co,0,NONE,NONE,NONE,4G,0
3331,2558,27.0,M,S,702.0,2394,7,2166,1.0,co,0,NONE,NONE,NONE,4G,0
3332,2559,32.0,M,S,702.0,593,3,2102,1.0,co,0,NONE,NONE,NONE,4G,0
3333,256,25.0,M,M,702.0,819,3,2243,1.0,cs,3,NONE,NONE,NONE,4G,0
3334,2560,45.0,M,M,702.0,2025,3,2101,1.0,cs,3,NONE,NONE,NONE,4G,0
3335,2561,38.0,F,S,702.0,713,3,2137,1.0,cs,7,242,40,NONE,4G,0
3336,2562,33.0,M,S,702.0,2254,7,2156,1.0,dd,1,103,52,51,4G,0
3337,2563,27.0,M,S,702.0,2394,3,2242,1.0,cs,0,258,39,NONE,4G,0
3338,2564,29.0,M,S,702.0,2388,3,2107,0.0,cs,0,105,239,48,4G,0
3339,2565,36.0,F,M,702.0,1045,3,2206,1.0,cs,6,105,65,NONE,4G,0
3340,2566,45.0,M,M,702.0,2385,3,2242,1.0,cs,1,254,237,NONE,4G,0
3341,2567,25.0,M,S,702.0,1724,3,2102,0.0,cs,0,NONE,NONE,NONE,4G,0
3342,2568,31.0,F,S,702.0,400,3,2242,1.0,cs,4,NONE,NONE,NONE,4G,0
3343,2569,26.0,F,S,702.0,1988,7,2156,1.0,cs,0,NONE,NONE,NONE,4G,0
3344,257,23.0,F,S,702.0,331,3,2242,1.0,cs,10,245,105,NONE,4G,0
3345,2570,29.0,M,S,702.0,1062,3,2118,1.0,cs,0,39,NONE,NONE,4G,0
3346,2571,32.0,M,M,702.0,1947,3,2242,0.0,cs,0,NONE,NONE,NONE,4G,0
3347,2572,33.0,M,M,702.0,1123,3,2135,1.0,cs,7,NONE,NONE,NONE,4G,0
3348,2573,27.0,M,S,702.0,1410,3,2137,1.0,cs,0,NONE,NONE,NONE,4G,0
3349,2574,38.0,M,S,702.0,1862,3,2102,0.0,cs,43,236,35,254,4G,0
3350,2575,31.0,M,S,702.0,2038,3,2243,0.0,cs,0,248,254,258,4G,0
3351,2576,34.0,M,S,702.0,665,3,2137,1.0,cs,21,105,236,NONE,4G,0
3352,2577,25.0,M,S,702.0,2282,3,2102,1.0,cs,6,NONE,NONE,NONE,4G,0
3353,2578,34.0,M,M,702.0,2328,3,2102,1.0,cs,0,258,254,NONE,4G,0
3354,2579,48.0,M,M,702.0,225,3,2243,1.0,cs,7,NONE,NONE,NONE,4G,0
3355,258,37.0,F,S,702.0,897,3,2243,1.0,cs,10,103,238,105,4G,0
3356,2580,51.0,M,M,702.0,1545,3,2242,0.0,cs,31,NONE,NONE,NONE,4G,0
3357,2581,24.0,F,M,702.0,819,3,2242,1.0,cs,0,NONE,NONE,NONE,4G,0
3358,2582,25.0,F,S,702.0,2326,3,2102,1.0,cs,16,105,103,259,4G,0
3359,2583,29.0,M,S,702.0,1735,3,2107,0.0,co,30,NONE,NONE,NONE,4G,0
3360,2584,29.0,M,S,702.0,2330,3,2242,1.0,dd,10,NONE,NONE,NONE,4G,0
3361,2585,23.0,M,S,156.0,1214,6,2101,1.0,cs,3,NONE,NONE,NONE,4G,0
3362,2586,29.0,M,S,702.0,1421,3,2102,1.0,cs,22,248,NONE,NONE,4G,0
3363,2587,55.0,M,M,702.0,2333,3,2101,0.0,cs,0,NONE,NONE,NONE,4G,0
3364,2588,32.0,F,S,702.0,1975,3,2105,1.0,dd,0,101,NONE,NONE,4G,0
3365,2589,23.0,M,S,702.0,1408,3,2101,0.0,cs,5,NONE,NONE,NONE,4G,0
3366,259,39.0,M,M,702.0,874,3,2137,0.0,cs,0,236,35,NONE,4G,0
3367,2590,49.0,M,S,702.0,307,3,2243,1.0,cs,0,236,105,35,4G,0
3368,2591,31.0,F,M,702.0,2331,3,2206,1.0,cg,22,NONE,NONE,NONE,4G,0
3369,2592,44.0,M,M,702.0,2292,3,2248,1.0,cs,13,NONE,NONE,NONE,4G,0
3370,2593,25.0,F,S,702.0,1428,3,2242,0.0,cs,0,NONE,NONE,NONE,4G,0
3371,2594,36.30354683195592,F,S,702.0,2057,8,2120,1.0,cs,9,NONE,NONE,NONE,4G,0
3372,2595,30.0,M,S,702.0,2279,3,2102,0.0,cs,45,105,236,102,4G,0
3373,2596,32.0,M,S,702.0,2304,7,2166,0.0,cs,0,39,NONE,NONE,4G,0
3374,2597,33.0,M,S,702.0,731,3,2136,1.0,cs,23,260,NONE,NONE,4G,0
3375,2598,29.0,M,S,702.0,2301,3,2136,0.0,cs,0,105,248,50,4G,0
3376,2599,32.0,M,S,579.0,701,3,2135,1.0,cs,3,105,102,NONE,4G,0
3377,26,32.0,M,M,702.0,475,3,2242,1.0,cs,1,NONE,NONE,NONE,4G,0
3378,260,57.0,M,M,702.0,661,3,2206,1.0,cs,7,NONE,NONE,NONE,4G,0
3379,2600,30.0,M,S,702.0,1076,3,2105,1.0,cs,5,238,67,103,4G,0
3380,2601,29.0,M,S,702.0,2295,3,2101,1.0,cs,2,71,260,NONE,4G,0
3381,2602,29.0,F,S,681.070058381985,658,3,2136,1.0,cs,21,105,237,242,4G,0
3382,2603,33.0,M,S,702.0,552,3,2242,1.0,cs,0,103,NONE,NONE,4G,0
3383,2604,41.0,F,M,702.0,2261,3,2107,1.0,co,18,NONE,NONE,NONE,4G,0
3384,2605,20.0,F,S,702.0,684,4,2242,1.0,cs,0,NONE,NONE,NONE,4G,0
3385,2606,38.0,F,M,702.0,2299,3,2102,1.0,co,0,101,105,103,4G,0
3386,2607,21.0,M,S,702.0,616,7,2166,1.0,cs,19,NONE,NONE,NONE,4G,0
3387,2608,26.0,F,S,702.0,1936,3,2101,1.0,cs,20,NONE,NONE,NONE,4G,0
3388,2609,45.0,F,M,702.0,2300,3,2101,1.0,cs,0,NONE,NONE,NONE,4G,0
3389,261,41.0,M,M,702.0,671,3,2135,1.0,cs,0,242,236,51,4G,0
3390,2610,30.0,M,S,702.0,2271,7,2166,0.0,cs,0,242,29,NONE,4G,0
3391,2611,33.0,F,S,702.0,2284,3,2102,1.0,cs,0,29,105,242,4G,0
3392,2612,32.0,M,M,360.0,2295,3,2120,1.0,co,0,50,248,242,4G,0
3393,2613,29.0,M,S,702.0,1133,3,2137,1.0,cs,0,236,35,258,4G,0
3394,2614,33.0,M,M,702.0,2112,7,2196,1.0,cs,0,240,NONE,NONE,4G,0
3395,2615,25.0,M,S,702.0,2283,3,2101,1.0,cs,3,NONE,NONE,NONE,4G,0
3396,2616,27.0,F,S,702.0,1930,3,2101,1.0,cs,3,NONE,NONE,NONE,4G,0
3397,2617,30.0,F,S,702.0,1976,7,2215,1.0,dd,1,29,236,NONE,4G,0
3398,2618,27.0,F,S,702.0,2277,3,2107,0.0,cs,14,240,52,36,4G,0
3399,2619,34.0,F,M,702.0,2280,3,2242,0.0,cs,0,50,105,NONE,4G,0
3400,262,47.0,F,M,702.0,672,3,2242,1.0,cs,22,NONE,NONE,NONE,4G,0
3401,2620,33.0,M,M,702.0,1068,7,2166,1.0,co,20,NONE,NONE,NONE,4G,0
3402,2621,26.0,F,M,702.0,1894,3,2242,1.0,cs,0,NONE,NONE,NONE,4G,0
3403,2622,39.0,F,M,702.0,2142,3,2242,1.0,cs,3,NONE,NONE,NONE,4G,0
3404,2623,35.0,M,S,702.0,760,3,2243,1.0,cs,0,103,105,101,4G,0
3405,2624,20.0,M,S,702.0,1196,4,2248,1.0,cs,7,NONE,NONE,NONE,4G,0
3406,2625,36.30354683195592,M,S,702.0,2273,7,2166,1.0,dd,17,69,236,248,4G,0
3407,2626,27.0,M,S,702.0,1572,3,2104,1.0,cs,2,236,NONE,NONE,4G,0
3408,2627,30.0,F,S,702.0,1945,7,2166,1.0,cg,14,105,NONE,NONE,4G,0
3409,2628,26.0,F,S,702.0,2260,3,2102,0.0,cs,0,NONE,NONE,NONE,4G,0
3410,2629,36.30354683195592,F,S,702.0,2190,9,2212,1.0,cs,0,248,50,254,4G,0
3411,263,35.0,F,S,702.0,658,3,2242,1.0,cs,0,NONE,NONE,NONE,4G,0
3412,2630,50.0,M,M,702.0,347,8,2137,1.0,cs,3,241,52,105,4G,0
3413,2631,34.0,F,S,702.0,2272,3,2107,1.0,co,0,246,240,242,4G,0
3414,2632,25.0,M,S,702.0,1452,3,2243,1.0,cs,7,NONE,NONE,NONE,4G,0
3415,2633,18.0,M,S,702.0,238,4,2242,1.0,cs,7,NONE,NONE,NONE,4G,0
3416,2634,36.30354683195592,F,S,702.0,2277,3,2101,1.0,cs,3,NONE,NONE,NONE,4G,0
3417,2635,28.0,F,S,702.0,2274,7,2171,1.0,cs,7,NONE,NONE,NONE,4G,0
3418,2636,57.0,F,M,702.0,2262,3,2248,1.0,dd,0,60,261,105,4G,0
3419,2637,32.0,F,M,702.0,2265,3,2101,1.0,cg,7,NONE,NONE,NONE,4G,0
3420,2638,41.0,F,M,702.0,2252,3,2242,1.0,cg,2,248,NONE,NONE,4G,0
3421,2639,32.0,M,S,458.0,1983,3,2102,1.0,co,3,105,NONE,NONE,4G,0
3422,264,38.0,M,S,702.0,650,3,2248,1.0,cs,1,40,248,105,4G,0
3423,2640,22.0,F,S,702.0,1394,3,2206,1.0,cs,0,NONE,NONE,NONE,4G,0
3424,2641,37.0,M,M,702.0,1905,3,2242,1.0,cs,0,NONE,NONE,NONE,4G,0
3425,2642,39.0,F,S,702.0,859,3,2242,1.0,cs,2,105,103,NONE,4G,0
3426,2643,32.0,M,S,702.0,1861,3,2102,1.0,cs,5,NONE,NONE,NONE,4G,0
3427,2644,41.0,M,M,702.0,1866,3,2103,1.0,cs,0,105,101,103,4G,0
3428,2645,33.0,M,S,702.0,1873,3,2242,1.0,cs,0,NONE,NONE,NONE,4G,0
3429,2646,32.0,M,S,702.0,1861,3,2242,1.0,cs,18,NONE,NONE,NONE,4G,0
3430,2647,29.0,M,S,702.0,1777,7,2155,0.0,dd,0,NONE,NONE,NONE,4G,0
3431,2648,59.0,M,M,702.0,632,3,2242,1.0,cs,20,258,103,65,4G,0
3432,2649,48.0,M,M,702.0,1859,3,2242,1.0,dd,7,NONE,NONE,NONE,4G,0
3433,265,43.0,M,M,702.0,668,3,2101,1.0,cs,1,105,NONE,NONE,4G,0
3434,2650,21.0,M,S,702.0,571,3,2243,1.0,cs,0,236,NONE,NONE,4G,0
3435,2651,29.0,M,M,702.0,302,3,2241,1.0,dd,1,NONE,NONE,NONE,4G,0
3436,2652,27.0,F,S,458.0,1864,5,2101,0.0,cs,0,103,105,NONE,4G,0
3437,2653,23.0,M,S,982.0,1856,3,2102,0.0,cs,0,55,NONE,NONE,4G,0
3438,2654,25.0,F,S,702.0,1409,3,2137,1.0,cs,0,236,103,35,4G,0
3439,2655,32.0,F,S,458.0,965,7,2166,1.0,cs,0,103,105,101,4G,0
3440,2656,23.0,M,S,702.0,220,3,2102,1.0,cs,4,NONE,NONE,NONE,4G,0
3441,2657,55.0,M,M,702.0,1869,3,2105,1.0,cs,2,NONE,NONE,NONE,4G,0
3442,2658,33.0,M,S,702.0,1864,3,2101,1.0,cs,0,258,103,105,4G,0
3443,2659,27.0,M,S,702.0,1864,3,2102,1.0,cs,0,101,NONE,NONE,4G,0
3444,266,36.30354683195592,M,S,702.0,639,7,2166,1.0,cs,0,105,101,NONE,4G,0
3445,2660,28.0,M,S,458.0,1858,3,2101,1.0,co,8,258,65,103,4G,0
3446,2661,45.0,M,M,702.0,960,3,2105,1.0,cs,2,NONE,NONE,NONE,4G,0
3447,2662,31.0,M,S,702.0,1404,7,2166,1.0,co,0,NONE,NONE,NONE,4G,0
3448,2663,30.0,F,S,702.0,707,3,2102,1.0,cs,23,105,NONE,NONE,4G,0
3449,2664,31.0,F,M,702.0,1715,3,2135,1.0,cs,0,103,NONE,NONE,4G,0
3450,2665,26.0,M,S,702.0,194,3,2119,1.0,cs,0,NONE,NONE,NONE,4G,0
3451,2666,26.0,F,S,702.0,2269,3,2102,1.0,co,18,242,248,67,4G,0
3452,2667,25.0,M,S,702.0,2261,7,2166,0.0,cs,0,NONE,NONE,NONE,4G,0
3453,2668,57.0,M,M,702.0,2265,3,2120,0.0,cs,27,NONE,NONE,NONE,4G,0
3454,2669,31.0,F,S,702.0,2267,7,2156,0.0,cs,0,39,NONE,NONE,4G,0
3455,267,31.0,M,S,702.0,683,3,2135,1.0,cs,3,NONE,NONE,NONE,4G,0
3456,2670,30.0,F,S,702.0,2269,3,2136,1.0,cs,7,NONE,NONE,NONE,4G,0
3457,2671,28.0,M,S,702.0,2268,7,2166,0.0,co,0,NONE,NONE,NONE,4G,0
3458,2672,39.0,F,S,702.0,2259,3,2102,1.0,cs,4,105,NONE,NONE,4G,0
3459,2673,31.0,M,S,702.0,1723,7,2166,1.0,dd,3,105,NONE,NONE,4G,0
3460,2674,26.0,M,S,702.0,2026,3,2102,0.0,cs,0,NONE,NONE,NONE,4G,0
3461,2675,26.0,M,S,702.0,1863,3,2102,1.0,cs,1,105,NONE,NONE,4G,0
3462,2676,27.0,F,S,458.0,1399,3,2102,1.0,dd,3,105,101,236,4G,0
3463,2677,57.0,M,M,702.0,1408,3,2242,1.0,cs,3,254,80,NONE,4G,0
3464,2678,25.0,M,S,702.0,913,3,2242,1.0,cs,0,237,39,NONE,4G,0
3465,2679,28.0,F,S,702.0,2262,7,2166,1.0,co,1,242,NONE,NONE,4G,0
3466,268,37.0,F,M,702.0,664,3,2135,1.0,cs,0,105,102,29,4G,0
3467,2680,45.0,M,M,360.0,976,3,2241,1.0,cs,0,248,NONE,NONE,4G,0
3468,2681,31.0,M,S,702.0,1977,3,2101,1.0,cs,7,NONE,NONE,NONE,4G,0
3469,2682,34.0,M,S,458.0,1422,3,2102,1.0,cs,3,105,248,40,4G,0
3470,2683,27.0,F,S,702.0,2262,3,2101,1.0,dd,22,NONE,NONE,NONE,4G,0
3471,2684,50.0,F,M,702.0,1010,3,2104,1.0,cs,7,NONE,NONE,NONE,4G,0
3472,2685,27.0,F,S,702.0,2248,3,2165,1.0,cs,1,NONE,NONE,NONE,4G,0
3473,2686,50.0,M,S,702.0,2021,8,2135,1.0,cs,0,NONE,NONE,NONE,4G,0
3474,2687,30.0,M,S,702.0,887,3,2105,1.0,cs,0,NONE,NONE,NONE,4G,0
3475,2688,26.0,M,S,702.0,2240,3,2248,0.0,cs,0,NONE,NONE,NONE,4G,0
3476,2689,23.0,M,S,702.0,793,3,2248,0.0,cs,26,105,NONE,NONE,4G,0
3477,269,45.0,F,M,702.0,680,3,2242,1.0,dd,0,NONE,NONE,NONE,4G,0
3478,2690,28.0,M,S,702.0,732,3,2101,1.0,cs,2,NONE,NONE,NONE,4G,0
3479,2691,24.0,F,S,458.0,1423,3,2102,0.0,dd,0,105,101,NONE,4G,0
3480,2692,30.0,M,S,702.0,2153,7,2161,1.0,cg,7,NONE,NONE,NONE,4G,0
3481,2693,37.0,M,M,702.0,1900,3,2107,0.0,cs,0,NONE,NONE,NONE,4G,0
3482,2694,57.0,M,S,702.0,2229,3,2107,1.0,co,10,NONE,NONE,NONE,4G,0
3483,2695,29.0,F,S,702.0,1930,3,2243,0.0,cs,0,105,NONE,NONE,4G,0
3484,2696,36.30354683195592,F,S,702.0,858,3,2107,1.0,cs,1,NONE,NONE,NONE,4G,0
3485,2697,27.0,M,S,702.0,2234,3,2101,1.0,cs,0,29,105,101,4G,0
3486,2698,51.0,F,M,458.0,2230,3,2119,1.0,cs,0,242,NONE,NONE,4G,0
3487,2699,43.0,F,M,702.0,1717,3,2101,1.0,cg,19,NONE,NONE,NONE,4G,0
3488,27,26.0,M,S,702.0,571,3,2206,1.0,cs,18,NONE,NONE,NONE,4G,0
3489,270,50.0,M,M,702.0,683,3,2243,1.0,co,0,NONE,NONE,NONE,4G,0
3490,2700,27.0,F,S,702.0,2151,3,2108,1.0,cs,2,NONE,NONE,NONE,4G,0
3491,2701,44.0,F,M,360.0,464,3,2242,1.0,cs,3,248,50,NONE,4G,0
3492,2702,31.0,M,S,702.0,2148,3,2101,0.0,cs,34,NONE,NONE,NONE,4G,0
3493,2703,41.0,F,S,702.0,2043,3,2102,0.0,co,0,70,105,103,4G,0
3494,2704,24.0,F,S,458.0,1630,6,2101,0.0,cs,1,NONE,NONE,NONE,4G,0
3495,2705,24.0,M,S,702.0,902,3,2242,1.0,cs,2,NONE,NONE,NONE,4G,0
3496,2706,31.0,M,S,702.0,965,3,2243,0.0,cs,0,105,103,50,4G,0
3497,2707,27.0,M,S,702.0,1987,3,2105,1.0,cs,4,NONE,NONE,NONE,4G,0
3498,2708,31.0,M,S,702.0,1712,7,2161,1.0,cs,4,236,242,248,4G,0
3499,2709,29.0,F,S,458.0,2141,3,2242,1.0,cs,0,105,103,101,4G,0
3500,271,47.0,F,M,702.0,672,3,2107,1.0,cs,0,254,NONE,NONE,4G,0
3501,2710,26.0,M,S,702.0,2151,3,2101,1.0,cs,3,65,105,NONE,4G,0
3502,2711,32.0,M,S,702.0,2147,7,2166,0.0,cs,18,105,103,238,4G,0
3503,2712,33.0,F,S,702.0,2252,3,2248,1.0,cs,0,NONE,NONE,NONE,4G,0
3504,2713,27.0,M,S,702.0,2147,3,2101,1.0,cs,5,237,105,NONE,4G,0
3505,2714,22.0,M,S,702.0,207,3,2242,1.0,cs,6,NONE,NONE,NONE,4G,0
3506,2715,36.30354683195592,M,S,702.0,455,9,2171,1.0,cs,4,NONE,NONE,NONE,4G,0
3507,2716,22.0,M,S,702.0,722,3,2135,1.0,cs,0,NONE,NONE,NONE,4G,0
3508,2717,26.0,M,S,702.0,1011,3,2248,0.0,cs,0,NONE,NONE,NONE,4G,0
3509,2718,41.0,M,M,702.0,1869,3,2135,1.0,co,3,NONE,NONE,NONE,4G,0
3510,2719,29.0,F,S,458.0,1625,3,2242,1.0,cs,2,105,102,NONE,4G,0
3511,272,36.0,M,M,702.0,639,3,2242,1.0,cs,0,NONE,NONE,NONE,4G,0
3512,2720,27.0,M,S,702.0,2131,3,2242,1.0,cs,0,NONE,NONE,NONE,4G,0
3513,2721,36.0,F,S,360.0,1716,3,2101,0.0,cs,0,29,248,50,4G,0
3514,2722,30.0,M,S,702.0,2176,3,2102,1.0,co,0,258,105,103,4G,0
3515,2723,27.0,F,S,702.0,335,3,2242,1.0,cs,4,NONE,NONE,NONE,4G,0
3516,2724,33.0,F,M,702.0,2209,3,2243,0.0,co,1,248,NONE,NONE,4G,0
3517,2725,31.0,M,S,702.0,2169,3,2102,1.0,cs,15,105,103,33,4G,0
3518,2726,39.0,M,S,702.0,291,8,2102,1.0,cx,1,22,258,65,4G,0
3519,2727,34.0,M,S,156.0,2039,3,2102,1.0,cs,0,236,35,70,4G,0
3520,2728,26.0,F,S,702.0,1861,3,2105,0.0,cs,0,NONE,NONE,NONE,4G,0
3521,2729,41.0,M,M,702.0,1403,3,2135,1.0,cs,0,247,51,NONE,4G,0
3522,273,44.0,M,M,702.0,669,3,2135,1.0,cs,3,NONE,NONE,NONE,4G,0
3523,2730,50.0,F,M,702.0,1797,3,2242,1.0,cs,22,NONE,NONE,NONE,4G,0
3524,2731,23.0,M,S,702.0,1798,3,2242,1.0,cs,0,NONE,NONE,NONE,4G,0
3525,2732,50.0,M,M,702.0,883,7,2215,1.0,dd,5,NONE,NONE,NONE,4G,0
3526,2733,57.0,M,M,702.0,1774,3,2242,1.0,dd,1,NONE,NONE,NONE,4G,0
3527,2734,36.30354683195592,F,S,702.0,701,9,2212,1.0,cs,3,29,22,237,4G,0
3528,2735,25.0,F,S,702.0,1630,3,2102,1.0,cs,9,NONE,NONE,NONE,4G,0
3529,2736,25.0,F,S,702.0,1392,3,2242,1.0,cs,0,105,101,NONE,4G,0
3530,2737,29.0,M,M,702.0,1084,3,2243,1.0,cs,9,105,NONE,NONE,4G,0
3531,2738,24.0,M,S,702.0,229,7,2214,1.0,cs,2,237,260,NONE,4G,0
3532,2739,25.0,M,S,702.0,990,3,2104,1.0,cs,6,55,80,105,4G,0
3533,274,19.0,F,S,702.0,636,4,2242,1.0,cs,0,NONE,NONE,NONE,4G,0
3534,2740,27.0,M,S,702.0,1046,7,2171,1.0,cs,19,101,NONE,NONE,4G,0
3535,2741,25.0,M,S,702.0,1840,7,2166,1.0,co,1,NONE,NONE,NONE,4G,0
3536,2742,31.0,F,M,702.0,2170,3,2102,1.0,cs,0,105,NONE,NONE,4G,0
3537,2743,25.0,F,S,702.0,268,3,2242,1.0,cs,5,NONE,NONE,NONE,4G,0
3538,2744,22.0,M,S,702.0,360,3,2242,1.0,cs,11,NONE,NONE,NONE,4G,0
3539,2745,31.0,M,S,702.0,1922,3,2104,1.0,cs,0,241,105,NONE,4G,0
3540,2746,50.0,M,S,702.0,2152,3,2242,1.0,co,2,NONE,NONE,NONE,4G,0
3541,2747,40.0,F,M,702.0,2165,3,2102,1.0,cs,14,NONE,NONE,NONE,4G,0
3542,2748,34.0,M,S,702.0,2158,7,2166,1.0,co,0,NONE,NONE,NONE,4G,0
3543,2749,36.30354683195592,F,S,702.0,2257,3,2102,1.0,co,19,70,NONE,NONE,4G,0
3544,275,23.0,M,S,702.0,683,3,2243,1.0,cs,0,258,105,NONE,4G,0
3545,2750,34.0,F,M,702.0,633,3,2102,1.0,cs,0,NONE,NONE,NONE,4G,0
3546,2751,40.0,M,S,702.0,1372,3,2104,1.0,cs,0,52,241,254,4G,0
3547,2752,36.30354683195592,F,S,702.0,1196,9,2151,1.0,cs,2,258,248,48,4G,0
3548,2753,28.0,M,S,702.0,2249,3,2242,1.0,co,17,67,NONE,NONE,4G,0
3549,2754,33.0,M,S,702.0,740,3,2242,1.0,cs,2,253,NONE,NONE,4G,0
3550,2755,36.0,M,M,702.0,1400,3,2101,0.0,cs,0,NONE,NONE,NONE,4G,0
3551,2756,40.0,M,S,702.0,2245,3,2101,1.0,cs,8,105,103,NONE,4G,0
3552,2757,28.0,M,S,702.0,2245,3,2243,0.0,cs,5,39,35,236,4G,0
3553,2758,29.0,M,S,702.0,2230,3,2102,0.0,cs,27,53,65,35,4G,0
3554,2759,26.0,M,S,702.0,1899,3,2105,1.0,cs,3,105,NONE,NONE,4G,0
3555,276,19.0,M,S,702.0,577,4,2242,1.0,cs,3,NONE,NONE,NONE,4G,0
3556,2760,35.0,M,M,702.0,2237,3,2101,1.0,co,0,NONE,NONE,NONE,4G,0
3557,2761,29.0,F,S,702.0,2255,3,2101,0.0,co,7,NONE,NONE,NONE,4G,0
3558,2762,26.0,F,S,702.0,1005,3,2243,1.0,co,10,NONE,NONE,NONE,4G,0
3559,2763,30.0,F,M,702.0,781,7,2161,1.0,cs,9,NONE,NONE,NONE,4G,0
3560,2764,26.0,M,S,702.0,1939,3,2248,1.0,dd,7,105,NONE,NONE,4G,0
3561,2765,49.0,M,S,702.0,269,3,2248,1.0,cs,0,103,105,240,4G,0
3562,2766,21.0,M,S,702.0,682,3,2135,1.0,cs,1,NONE,NONE,NONE,4G,0
3563,2767,45.0,F,M,702.0,1838,3,2104,1.0,cs,4,105,NONE,NONE,4G,0
3564,2768,30.0,M,S,702.0,1821,3,2242,1.0,cs,5,NONE,NONE,NONE,4G,0
3565,2769,26.0,M,S,702.0,1241,3,2104,1.0,cs,0,NONE,NONE,NONE,4G,0
3566,277,35.0,M,S,702.0,996,3,2137,1.0,cs,5,237,NONE,NONE,4G,0
3567,2770,33.0,F,S,702.0,2244,3,2243,1.0,cs,1,241,105,258,4G,0
3568,2771,26.0,M,S,702.0,1803,3,2137,0.0,dd,0,NONE,NONE,NONE,4G,0
3569,2772,35.0,M,S,702.0,1345,3,2242,1.0,dd,1,NONE,NONE,NONE,4G,0
3570,2773,38.0,M,M,702.0,1974,3,2102,1.0,co,2,70,260,242,4G,0
3571,2774,35.0,M,S,702.0,2251,3,2243,1.0,co,0,24,25,NONE,4G,0
3572,2775,28.0,F,S,702.0,1035,3,2102,1.0,cs,9,105,NONE,NONE,4G,0
3573,2776,39.0,M,S,702.0,2212,3,2243,1.0,cs,1,236,248,258,4G,0
3574,2777,26.0,M,S,702.0,1927,3,2104,1.0,cs,0,65,NONE,NONE,4G,0
3575,2778,47.0,F,M,702.0,2148,3,2243,1.0,cs,4,NONE,NONE,NONE,4G,0
3576,2779,28.0,F,S,360.0,1746,3,2137,1.0,cs,3,236,105,103,4G,0
3577,278,34.0,M,M,458.0,775,3,2241,1.0,cs,0,105,103,NONE,4G,0
3578,2780,35.0,M,M,702.0,1972,3,2137,1.0,cs,0,105,258,NONE,4G,0
3579,2781,36.30354683195592,F,S,702.0,250,8,2241,1.0,cs,8,NONE,NONE,NONE,4G,0
3580,2782,29.0,M,S,702.0,2252,3,2248,1.0,co,1,104,105,103,4G,0
3581,2783,29.0,M,S,702.0,424,3,2243,1.0,cs,13,NONE,NONE,NONE,4G,0
3582,2784,46.0,F,M,702.0,666,3,2137,1.0,cs,21,NONE,NONE,NONE,4G,0
3583,2785,36.0,M,M,458.0,2244,3,2101,1.0,cs,1,105,241,102,4G,0
3584,2786,40.0,M,M,702.0,2247,3,2248,1.0,cs,5,105,70,248,4G,0
3585,2787,18.0,F,S,702.0,689,4,2242,1.0,cs,22,NONE,NONE,NONE,4G,0
3586,2788,39.0,M,M,702.0,2103,3,2101,1.0,cs,1,70,244,69,4G,0
3587,2789,32.0,F,S,702.0,2138,7,2156,1.0,cs,22,NONE,NONE,NONE,4G,0
3588,279,43.0,M,S,702.0,599,7,2151,1.0,cg,5,260,70,103,4G,0
3589,2790,33.0,M,S,702.0,1466,3,2242,1.0,cs,8,35,26,NONE,4G,0
3590,2791,44.0,F,M,702.0,705,3,2135,1.0,cs,0,NONE,NONE,NONE,4G,0
3591,2792,33.0,M,M,702.0,2128,3,2136,1.0,cs,4,NONE,NONE,NONE,4G,0
3592,2793,54.0,M,M,702.0,1087,3,2101,1.0,cs,0,35,NONE,NONE,4G,0
3593,2794,30.0,F,S,702.0,746,7,2161,0.0,cs,17,NONE,NONE,NONE,4G,0
3594,2795,36.30354683195592,M,M,702.0,2030,7,2156,1.0,cx,0,NONE,NONE,NONE,4G,0
3595,2796,34.0,M,S,702.0,2030,7,2156,1.0,cg,0,241,NONE,NONE,4G,0
3596,2797,26.0,M,S,702.0,2134,3,2242,1.0,cs,0,NONE,NONE,NONE,4G,0
3597,2798,28.0,M,S,458.0,2127,7,2161,1.0,cs,3,103,105,70,4G,0
3598,2799,43.0,M,M,702.0,1396,3,2241,1.0,cs,16,34,29,248,4G,0
3599,28,26.0,M,S,702.0,294,3,2241,1.0,cs,0,NONE,NONE,NONE,4G,0
3600,280,22.0,F,S,702.0,1022,7,2155,1.0,cs,33,NONE,NONE,NONE,4G,0
3601,2800,40.0,M,S,458.0,1594,3,2248,0.0,dd,8,238,103,105,4G,0
3602,2801,28.0,M,S,702.0,2112,3,2102,1.0,cs,3,236,105,238,4G,0
3603,2802,38.0,F,M,702.0,1036,3,2242,1.0,cs,5,NONE,NONE,NONE,4G,0
3604,2803,31.0,M,S,702.0,1803,3,2102,1.0,cs,19,105,248,65,4G,0
3605,2804,29.0,M,S,702.0,936,3,2104,1.0,cs,0,105,101,237,4G,0
